Substance,Author,Year,OutputID,Study,TestType,Species,Route,DurationDays,Endpoint,qualifier,value,unit,Effect,Toxicity,value_numeric,value_qualifier,value_unit,value_qsar_ready,PubChem_CID,PubChem_MW,PubChem_CanonicalSMILES,PubChem_InChIKey,PubChem_Ambiguous,PubChem_Candidate_CIDs,PubChem_Error
CID_61021,EFSA,2010,1251,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,30.0,mg/kg bw/day,neurology,neurotoxicity,30.0,=,,True,61021,176.21,,GKKDCARASOJPNG-UHFFFAOYSA-N,False,,
CID_6442842,EFSA,2009,1152,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,1.5,mg/kg bw/day,clinical signs,neurotoxicity,1.5,=,,True,6442842,422.9,,OMFRMAHOUUJSGP-IRHGGOMRSA-N,False,,
CID_6442842,EFSA,2011,1291,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,1.5,mg/kg bw/day,clinical signs,neurotoxicity,1.5,=,,True,6442842,422.9,,OMFRMAHOUUJSGP-IRHGGOMRSA-N,False,,
CID_2566,EFSA,2006,1099,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,0.1,mg/kg bw/day,clinical signs,neurotoxicity,0.1,=,,True,2566,221.25,,DUEPRVBVGDRKAG-UHFFFAOYSA-N,False,,
CID_13836,EFSA,2009,1145,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,4.0,mg/kg bw/day,clinical signs,neurotoxicity,4.0,=,,True,13836,158.07,,UHZZMRAGKVHANO-UHFFFAOYSA-M,False,,
CID_40585,EFSA PPR,2009,764,Human health,chronic/long term toxicity,Dog,oral: capsule,365.0,NOAEL,=,1.0,mg/kg bw/day,neurology,neurotoxicity,1.0,=,,True,40585,505.2,,OWZREIFADZCYQD-NSHGMRRFSA-N,False,,
Fenamiphos (aka phenamiphos),EFSA,2006,1073,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,0.083,mg/kg bw/day,neurology,neurotoxicity,0.083,=,,True,,,,,False,,Not Found
Fenamiphos (aka phenamiphos),EFSA,2019,3215,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,0.083,mg/kg bw/day,neurology,neurotoxicity,0.083,=,,True,,,,,False,,Not Found
CID_31899,EFSA,2006,1080,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,0.4,mg/kg bw/day,neurology,neurotoxicity,0.4,=,,True,31899,257.72,,MYPKGPZHHQEODQ-UHFFFAOYSA-N,False,,
CID_91758,EFSA PPR,2012,775,Human health,chronic/long term toxicity,Dog,Not reported,365.0,NOAEL,=,0.5,mg/kg bw/day,not reported,neurotoxicity,0.5,=,,True,91758,283.4,,DUFVKSUJRWYZQP-UHFFFAOYSA-N,False,,
CID_6440554,EFSA,2014,2456,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,0.5,mg/kg bw/day,clinical signs,neurotoxicity,0.5,=,,True,6440554,449.8,,ZXQYGBMAQZUVMI-GCMPRSNUSA-N,False,,
CID_6440557,EFSA,2014,2456,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,0.5,mg/kg bw/day,clinical signs,neurotoxicity,0.5,=,,True,6440557,449.8,,ZXQYGBMAQZUVMI-RDDWSQKMSA-N,False,,
CID_6440557,EFSA,2014,2493,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,0.5,mg/kg bw/day,clinical signs,neurotoxicity,0.5,=,,True,6440557,449.8,,ZXQYGBMAQZUVMI-RDDWSQKMSA-N,False,,
CID_86443,EFSA,2017,2929,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,1.3,mg/kg bw/day,neurology,neurotoxicity,1.3,=,,True,86443,406.4,,IOXAXYHXMLCCJJ-UHFFFAOYSA-N,False,,
CID_4618,EFSA,2006,1094,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,0.1,mg/kg bw/day,clinical chemistry,neurotoxicity,0.1,=,,True,4618,246.3,,PMCVMORKVPSKHZ-UHFFFAOYSA-N,False,,
CID_4793,EFSA,2006,1071,Human health,chronic/long term toxicity,Dog,Not reported,365.0,NOAEL,=,0.9,mg/kg bw/day,neurology,neurotoxicity,0.9,=,,True,4793,367.8,,IOUNQDKNJZEDEP-UHFFFAOYSA-N,False,,
CID_23703990,EFSA CONTAM,2008,89,Human health,chronic/long term toxicity,Dog,oral: feed,365.0,NOAEL,=,0.5,mg/kg bw/day,neurology,neurotoxicity,0.5,=,,True,23703990,773.0,,YPZYGIQXBGHDBH-UZHRAPRISA-M,False,,
CID_23703990,EFSA FEEDAP,2007,222,Human health,chronic/long term toxicity,Dog,oral: feed,365.0,NOAEL,=,0.5,mg/kg bw/day,neurology,neurotoxicity,0.5,=,,True,23703990,773.0,,YPZYGIQXBGHDBH-UZHRAPRISA-M,False,,
CID_23703990,EFSA FEEDAP,2017,2902,Human health,chronic/long term toxicity,Dog,oral: feed,365.0,NOAEL,=,0.5,mg/kg bw/day,neurology,neurotoxicity,0.5,=,,True,23703990,773.0,,YPZYGIQXBGHDBH-UZHRAPRISA-M,False,,
CID_11534837,EFSA,2010,1230,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,0.5,mg/kg bw/day,clinical signs,neurotoxicity,0.5,=,,True,11534837,418.7,,ZFHGXWPMULPQSE-SZGBIDFHSA-N,False,,
