Substance,Author,Year,OutputID,Study,TestType,Species,Route,DurationDays,Endpoint,qualifier,value,unit,Effect,Toxicity,value_numeric,value_qualifier,value_unit,value_qsar_ready,PubChem_CID,PubChem_MW,PubChem_CanonicalSMILES,PubChem_InChIKey,PubChem_Ambiguous,PubChem_Candidate_CIDs,PubChem_Error
CID_3034285,EFSA,2010,1209,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,25.0,mg/kg bw/day,organ weights,hepatotoxicity,25.0,=,,True,3034285,403.4,,WFDXOXNFNRHQEC-GHRIWEEISA-N,False,,
CID_54960,EFSA,2009,1144,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,19.9,mg/kg bw/day,histopathology non neoplastic,hepatotoxicity,19.9,=,,True,54960,410.4,,XMQFTWRPUQYINF-UHFFFAOYSA-N,False,,
CID_2328,EFSA,2015,2638,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,13.0,mg/kg bw/day,organ weights,hepatotoxicity,13.0,=,,True,2328,240.28,,ZOMSMJKLGFBRBS-UHFFFAOYSA-N,False,,
CID_15531,EFSA,2017,2962,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,0.3,mg/kg bw/day,organ weights,hepatotoxicity,0.3,=,,True,15531,276.91,,UPMXNNIRAGDFEH-UHFFFAOYSA-N,False,,
CID_15531,EFSA,2018,3119,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,0.3,mg/kg bw/day,organ weights,hepatotoxicity,0.3,=,,True,15531,276.91,,UPMXNNIRAGDFEH-UHFFFAOYSA-N,False,,
CID_62119,EFSA,2017,2962,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,0.3,mg/kg bw/day,organ weights,hepatotoxicity,0.3,=,,True,62119,389.08,,BHZWBQPHPLFZSV-UHFFFAOYSA-N,False,,
CID_15533,EFSA,2017,2962,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,0.3,mg/kg bw/day,organ weights,hepatotoxicity,0.3,=,,True,15533,403.11,,DQKWXTIYGWPGOO-UHFFFAOYSA-N,False,,
CID_3444,EFSA,2008,1121,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,2.5,mg/kg bw/day,organ weights,hepatotoxicity,2.5,=,,True,3444,377.1,,HJJVPARKXDDIQD-UHFFFAOYSA-N,False,,
CID_3444,EFSA,2010,1226,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,2.5,mg/kg bw/day,organ weights,hepatotoxicity,2.5,=,,True,3444,377.1,,HJJVPARKXDDIQD-UHFFFAOYSA-N,False,,
CID_152031,EFSA,2010,1269,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,30.0,mg/kg bw/day,organ weights,hepatotoxicity,30.0,=,,True,152031,236.27,,AMRQXHFXNZFDCH-SECBINFHSA-N,False,,
CID_11271640,EFSA,2013,2360,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,278.0,mg/kg bw/day,organ weights,hepatotoxicity,278.0,=,,True,11271640,483.1,,PSOVNZZNOMJUBI-UHFFFAOYSA-N,False,,
CID_136469009,EFSA,2010,1242,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,21.0,mg/kg bw/day,haematology,hepatotoxicity,21.0,=,,True,136469009,359.9,,SILSDTWXNBZOGF-JWGBMQLESA-N,False,,
CID_136469009,EFSA,2011,1299,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,21.0,mg/kg bw/day,haematology,hepatotoxicity,21.0,=,,True,136469009,359.9,,SILSDTWXNBZOGF-JWGBMQLESA-N,False,,
CID_73670,EFSA,2009,1182,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,1.7,mg/kg bw/day,organ weights,hepatotoxicity,1.7,=,,True,73670,303.1,,UXADOQPNKNTIHB-UHFFFAOYSA-N,False,,
CID_11578610,EFSA,2014,2551,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,1.0,mg/kg bw/day,organ weights,hepatotoxicity,1.0,=,,True,11578610,473.7,,DVBUIBGJRQBEDP-UHFFFAOYSA-N,False,,
CID_135499147,EFSA,2010,1221,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,10.0,mg/kg bw/day,organ weights,hepatotoxicity,10.0,=,,True,135499147,325.5,,GGWHBJGBERXSLL-UHFFFAOYSA-N,False,,
CID_135515530,EFSA,2009,1180,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,4.1,mg/kg bw/day,clinical chemistry,hepatotoxicity,4.1,=,,True,135515530,412.4,,ACMXQHFNODYQAT-UHFFFAOYSA-N,False,,
CID_91742,EFSA,2010,1239,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,50.0,mg/kg bw/day,organ weights,hepatotoxicity,50.0,=,,True,91742,267.32,,LNJNFVJKDJYTEU-UHFFFAOYSA-N,False,,
CID_91744,EFSA,2006,1064,Human health,chronic/long term toxicity,Dog,Not reported,365.0,NOAEL,=,2.0,mg/kg bw/day,organ weights,hepatotoxicity,2.0,=,,True,91744,275.8,,JLYFCTQDENRSOL-UHFFFAOYSA-N,False,,
CID_153974,EFSA,2017,3011,Human health,chronic/long term toxicity,Dog,oral: unspecified,365.0,NOAEL,=,5.0,mg/kg bw/day,not reported,hepatotoxicity,5.0,=,,True,153974,359.4,,IXSZQYVWNJNRAL-UHFFFAOYSA-N,False,,
