Substance,Author,Year,OutputID,Study,TestType,Species,Route,DurationDays,Endpoint,qualifier,value,unit,Effect,Toxicity,value_numeric,value_qualifier,value_unit,value_qsar_ready,PubChem_CID,PubChem_MW,PubChem_CanonicalSMILES,PubChem_InChIKey,PubChem_Ambiguous,PubChem_Candidate_CIDs,PubChem_Error
CID_16126812,EFSA,2009,1148,Human health,chronic/long term toxicity,Rat,inhalation: unspecified,730.0,NOAEL,=,1.1,mg/kg bw/day,no adverse effect observed at single/highest dose,,1.1,=,,True,16126812,57.9553,,PGCGUUGEUBFBPP-UHFFFAOYSA-N,False,,
CID_15604010,EFSA,2012,1349,Human health,chronic/long term toxicity,Rat,Not reported,730.0,NOAEL,=,871.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,871.0,=,,True,15604010,275.39,,GGKQIOFASHYUJZ-UHFFFAOYSA-N,False,,
CID_17293,EFSA ANS,2010,412,Human health,chronic/long term toxicity,Rat,oral: feed,730.0,NOAEL,=,500.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,500.0,=,,True,17293,867.7,,GMMAPXRGRVJYJY-UHFFFAOYSA-J,False,,
CID_14780,EFSA,2008,1149,Human health,chronic/long term toxicity,Rat,inhalation: unspecified,730.0,NOAEL,=,1.1,mg/kg bw/day,no adverse effect observed at single/highest dose,,1.1,=,,True,14780,182.18,,HMJZRBDFJAQGEY-UHFFFAOYSA-N,False,,
CID_151932,EFSA ANS,2010,576,Human health,chronic/long term toxicity,Rat,Not reported,730.0,NOAEL,=,2400.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,2400.0,=,,True,151932,418.3,,CBDQOLKNTOMMTL-UHFFFAOYSA-K,False,,
CID_6794,EFSA,2015,2714,Human health,chronic/long term toxicity,Rat,Not reported,730.0,NOAEL,=,0.2,mg/kg bw/day,ophthalmoscopic examination,,0.2,=,,True,6794,344.04,,ODPOAESBSUKMHD-UHFFFAOYSA-L,False,,
CID_61546,EFSA,2009,1156,Human health,chronic/long term toxicity,Rat,inhalation: unspecified,730.0,NOAEL,=,1.1,mg/kg bw/day,no adverse effect observed at single/highest dose,,1.1,=,,True,61546,134.86,,VUBDMGXNLNDGIY-UHFFFAOYSA-N,False,,
CID_24404,EFSA,2008,1149,Human health,chronic/long term toxicity,Rat,inhalation: unspecified,730.0,NOAEL,=,1.1,mg/kg bw/day,no adverse effect observed at single/highest dose,,1.1,=,,True,24404,33.998,,XYFCBTPGUUZFHI-UHFFFAOYSA-N,False,,
CID_24404,EFSA,2009,1148,Human health,chronic/long term toxicity,Rat,inhalation: unspecified,730.0,NOAEL,=,1.1,mg/kg bw/day,no adverse effect observed at single/highest dose,,1.1,=,,True,24404,33.998,,XYFCBTPGUUZFHI-UHFFFAOYSA-N,False,,
CID_24404,EFSA,2009,1156,Human health,chronic/long term toxicity,Rat,inhalation: unspecified,730.0,NOAEL,=,1.1,mg/kg bw/day,no adverse effect observed at single/highest dose,,1.1,=,,True,24404,33.998,,XYFCBTPGUUZFHI-UHFFFAOYSA-N,False,,
CID_24404,EFSA,2010,1222,Human health,chronic/long term toxicity,Rat,inhalation: unspecified,730.0,NOAEL,=,1.1,mg/kg bw/day,no adverse effect observed at single/highest dose,,1.1,=,,True,24404,33.998,,XYFCBTPGUUZFHI-UHFFFAOYSA-N,False,,
"Phosphorous acid, mixed 2,4-bis(1,1-dimethylpropyl)phenyl and 4-(1,1- dimethylpropyl)phenyl triesters",EFSA CEF,2017,2949,Human health,chronic/long term toxicity,Rat,oral: unspecified,730.0,NOAEL,=,58.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,58.0,=,,True,,,,,False,,Not Found
"Phosphorous acid, tris (2,4-di-tert-butylphenyl) ester",EFSA CEF,2017,2949,Human health,chronic/long term toxicity,Rat,oral: unspecified,730.0,NOAEL,=,58.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,58.0,=,,True,,,,,False,,Not Found
Polyglycerol polyricinoleate,EFSA ANS,2017,2933,Human health,chronic/long term toxicity,Rat,oral: feed,730.0,NOAEL,=,2500.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,2500.0,=,,True,,,,,False,,Not Found
Quillaia extract,EFSA FAF,2019,3221,Human health,chronic/long term toxicity,Rat,oral: feed,730.0,NOAEL,=,1500.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,1500.0,=,,True,,,,,False,,Not Found
White mineral oil with high viscosity (kinematic viscosity at 100 °C not less than 11 mm²/s),EFSA ANS,2009,398,Human health,chronic/long term toxicity,Rat,oral: unspecified,730.0,NOAEL,=,1200.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,1200.0,=,,True,,,,,False,,Not Found
CID_25113606,EFSA,2010,1222,Human health,chronic/long term toxicity,Rat,inhalation: unspecified,730.0,NOAEL,=,1.1,mg/kg bw/day,no adverse effect observed at single/highest dose,,1.1,=,,True,25113606,258.1,,IGSZOEHCOKSBEI-UHFFFAOYSA-N,False,,
