Substance,Author,Year,OutputID,Study,TestType,Species,Route,DurationDays,Endpoint,qualifier,value,unit,Effect,Toxicity,value_numeric,value_qualifier,value_unit,value_qsar_ready,PubChem_CID,PubChem_MW,PubChem_CanonicalSMILES,PubChem_InChIKey,PubChem_Ambiguous,PubChem_Candidate_CIDs,PubChem_Error
CID_6915,EFSA FEEDAP,2012,615,Human health,chronic/long term toxicity,Rat,oral: gavage,119.0,NOAEL,>,1000.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,1000.0,=,,True,6915,116.16,,OXQGTIUCKGYOAA-UHFFFAOYSA-N,False,,
CID_12209,EFSA FEEDAP,2012,615,Human health,chronic/long term toxicity,Rat,oral: gavage,119.0,NOAEL,>,1000.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,1000.0,=,,True,12209,130.18,,XHIUFYZDQBSEMF-UHFFFAOYSA-N,False,,
CID_162627,EFSA FEEDAP,2012,615,Human health,chronic/long term toxicity,Rat,oral: gavage,119.0,NOAEL,>,1000.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,1000.0,=,,True,162627,158.24,,MBZKQDXXFMITAC-UHFFFAOYSA-N,False,,
CID_62445,EFSA FEEDAP,2012,615,Human health,chronic/long term toxicity,Rat,oral: gavage,119.0,NOAEL,>,1000.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,1000.0,=,,True,62445,172.26,,CYGPPWVXOWCHJB-UHFFFAOYSA-N,False,,
CID_7284,EFSA FEEDAP,2012,615,Human health,chronic/long term toxicity,Rat,oral: gavage,119.0,NOAEL,>,1000.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,1000.0,=,,True,7284,86.13,,BYGQBDHUGHBGMD-UHFFFAOYSA-N,False,,
CID_8314,EFSA FEEDAP,2012,615,Human health,chronic/long term toxicity,Rat,oral: gavage,119.0,NOAEL,>,1000.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,1000.0,=,,True,8314,102.13,,WLAMNBDJUVNPJU-UHFFFAOYSA-N,False,,
CID_14475,EFSA FEEDAP,2012,615,Human health,chronic/long term toxicity,Rat,oral: gavage,119.0,NOAEL,>,1000.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,1000.0,=,,True,14475,144.21,,NKBWMBRPILTCRD-UHFFFAOYSA-N,False,,
CID_6561,EFSA FEEDAP,2012,615,Human health,chronic/long term toxicity,Rat,oral: gavage,119.0,NOAEL,>,1000.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,1000.0,=,,True,6561,72.11,,AMIMRNSIRUDHCM-UHFFFAOYSA-N,False,,
CID_6590,EFSA FEEDAP,2012,615,Human health,chronic/long term toxicity,Rat,oral: gavage,119.0,NOAEL,>,1000.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,1000.0,=,,True,6590,88.11,,KQNPFQTWMSNSAP-UHFFFAOYSA-N,False,,
CID_7341,EFSA FEEDAP,2012,615,Human health,chronic/long term toxicity,Rat,oral: gavage,119.0,NOAEL,>,1000.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,1000.0,=,,True,7341,116.16,,OVBFMEVBMNZIBR-UHFFFAOYSA-N,False,,
CID_11552,EFSA FEEDAP,2012,615,Human health,chronic/long term toxicity,Rat,oral: gavage,119.0,NOAEL,>,1000.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,1000.0,=,,True,11552,86.13,,YGHRJJRRZDOVPD-UHFFFAOYSA-N,False,,
CID_7795,EFSA FEEDAP,2012,615,Human health,chronic/long term toxicity,Rat,oral: gavage,119.0,NOAEL,>,1000.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,1000.0,=,,True,7795,158.24,,PQLMXFQTAMDXIZ-UHFFFAOYSA-N,False,,
CID_8052,EFSA FEEDAP,2012,615,Human health,chronic/long term toxicity,Rat,oral: gavage,119.0,NOAEL,>,1000.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,1000.0,=,,True,8052,116.16,,XKYICAQFSCFURC-UHFFFAOYSA-N,False,,
CID_7772,EFSA FEEDAP,2012,615,Human health,chronic/long term toxicity,Rat,oral: gavage,119.0,NOAEL,>,1000.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,1000.0,=,,True,7772,144.21,,XAOGXQMKWQFZEM-UHFFFAOYSA-N,False,,
CID_10430,EFSA FEEDAP,2012,615,Human health,chronic/long term toxicity,Rat,oral: gavage,119.0,NOAEL,>,1000.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,1000.0,=,,True,10430,102.13,,GWYFCOCPABKNJV-UHFFFAOYSA-N,False,,
CID_62089,EFSA FEEDAP,2012,615,Human health,chronic/long term toxicity,Rat,oral: gavage,119.0,NOAEL,>,1000.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,1000.0,=,,True,62089,158.24,,LEGGANXCVQPIAI-UHFFFAOYSA-N,False,,
CID_6050,EFSA FEEDAP,2012,615,Human health,chronic/long term toxicity,Rat,oral: gavage,119.0,NOAEL,>,1000.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,1000.0,=,,True,6050,302.36,,UYXTWWCETRIEDR-UHFFFAOYSA-N,False,,
CID_6560,EFSA FEEDAP,2012,615,Human health,chronic/long term toxicity,Rat,oral: gavage,119.0,NOAEL,>,1000.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,1000.0,=,,True,6560,74.12,,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,False,,
CID_8038,EFSA FEEDAP,2012,615,Human health,chronic/long term toxicity,Rat,oral: gavage,119.0,NOAEL,>,1000.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,1000.0,=,,True,8038,116.16,,GJRQTCIYDGXPES-UHFFFAOYSA-N,False,,
CID_10885,EFSA FEEDAP,2012,615,Human health,chronic/long term toxicity,Rat,oral: gavage,119.0,NOAEL,>,1000.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,1000.0,=,,True,10885,144.21,,RGFNRWTWDWVHDD-UHFFFAOYSA-N,False,,
CID_7351,EFSA FEEDAP,2012,615,Human health,chronic/long term toxicity,Rat,oral: gavage,119.0,NOAEL,>,1000.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,1000.0,=,,True,7351,144.21,,RXGUIWHIADMCFC-UHFFFAOYSA-N,False,,
CID_11514,EFSA FEEDAP,2012,615,Human health,chronic/long term toxicity,Rat,oral: gavage,119.0,NOAEL,>,1000.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,1000.0,=,,True,11514,158.24,,KEBDNKNVCHQIJU-UHFFFAOYSA-N,False,,
CID_31260,EFSA FEEDAP,2012,615,Human health,chronic/long term toxicity,Rat,oral: gavage,119.0,NOAEL,>,1000.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,1000.0,=,,True,31260,88.15,,PHTQWCKDNZKARW-UHFFFAOYSA-N,False,,
CID_520326,EFSA FEEDAP,2012,615,Human health,chronic/long term toxicity,Rat,oral: gavage,119.0,NOAEL,>,1000.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,1000.0,=,,True,520326,172.26,,VGIRHYHLQKDEPP-UHFFFAOYSA-N,False,,
CID_31276,EFSA FEEDAP,2012,615,Human health,chronic/long term toxicity,Rat,oral: gavage,119.0,NOAEL,>,1000.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,1000.0,=,,True,31276,130.18,,MLFHJEHSLIIPHL-UHFFFAOYSA-N,False,,
CID_519786,EFSA FEEDAP,2012,615,Human health,chronic/long term toxicity,Rat,oral: gavage,119.0,NOAEL,>,1000.0,mg/kg bw/day,no adverse effect observed at single/highest dose,,1000.0,=,,True,519786,158.24,,VFTGLSWXJMRZNB-UHFFFAOYSA-N,False,,
